# 2D Gaussian Dataset

% FeatureNames: x,y
% Inputs/Outputs: 2,0

-0.68934333, 0.7511412
-1.1988127, -1.9091232
2.354427, -0.37365928
-2.0117724, -0.45593438
-2.321977, -1.0556569
0.7855419, 2.2880294
1.8653961, 0.40976608
1.7634691, 0.84653056
0.42736247, -0.59946847
-0.8864232, -0.37837315
-0.2424225, -1.1396706
0.565683, -2.4202964
0.34508845, 0.7041254
0.9104685, -0.3055246
-0.027262326, -0.37468395
0.60739475, 0.4974664
-0.4462939, -2.0098324
0.3953965, 0.3265564
0.52287775, 2.4066195
0.37158716, 0.54998356
-0.34993756, 1.1732105
0.36056513, -1.7031054
0.2777503, 0.7502867
0.035486892, 1.0741553
-1.658908, -0.9344147
-1.6681213, 1.7720162
-0.75779545, -3.8370665E-4
-0.64507884, 1.4764535
0.1738593, 0.33639047
0.799641, 0.575793
-0.46790582, -1.5256597
0.69373316, 0.43554062
-0.6663258, -0.77103895
1.2962999, -1.1050619
0.49178076, -0.6533598
-0.5349743, 0.23049657
0.6803005, 0.9202453
-0.18637884, 0.5188466
-0.094369695, -0.035324782
-0.29815462, -0.91661423
0.14643922, 0.7981834
1.3293401, 0.18000576
-0.9441592, 1.6208209
1.9439627, 0.66398543
-0.8479381, 0.766348
0.692535, -2.461396
-1.319563, -0.028464118
0.366597, -2.1770306
-0.06569401, -1.0434544
-0.47616845, -0.8924581
-1.1458278, 0.062039416
0.0816768, 0.35714883
-2.0635598, -2.3841405
-1.4507298, 0.35280395
1.5320334, 0.9361146
0.7347111, 0.6819489
0.74211544, -0.8881572
1.1334537, 0.5406065
-0.095927134, -0.08293789
1.201556, 0.26419896
1.1329608, 0.3029204
-1.548233, 1.0029109
0.59171313, -0.15120727
0.7915431, -0.19804904
0.3782661, -1.0508305
-1.2058629, -0.28659314
-0.28666958, -0.5425051
-0.23803811, -0.48128894
0.34431216, 1.0557129
-1.5236522, 0.39256018
1.5602074, 0.14699835
1.7621686, 0.65111077
1.5380509, -0.8140255
2.1331131, 1.2503886
-1.5265219, 1.3753542
0.053309318, 1.3968045
0.693499, -0.08399542
0.668779, 0.16302125
-0.0018672566, -0.8671349
1.5850012, -0.42533004
-0.58304065, 1.1221595
-0.20691457, 0.68960124
0.27841586, 0.73050195
0.45590714, 0.97952247
-1.5999379, -0.5511477
-0.12977912, -0.49919087
0.8628768, 0.1780809
-1.4315914, -0.30734769
0.58469033, -0.6742982
-0.8340327, 1.5796573
-0.9159327, 0.6384308
-0.93391865, -0.47363994
1.6113505, 0.54538405
-1.1664854, 0.90290606
0.43010232, -0.5940555
-0.07546784, -0.051214073
-0.49944493, -1.7407985
-0.967644, 1.4519058
-0.70726967, -0.5811357
0.28129473, 0.5311206
0.6715972, 0.807097
-0.041012347, -1.2500584
0.14290342, -1.5876328
-2.285954, 0.98887885
-2.0941255, -0.57714266
1.6824801, -0.10594812
1.6998488, 1.2096239
-0.43799618, 1.5308272
2.388958, 0.9700821
0.6001409, -0.82287616
-0.33460638, 0.3421525
-2.9213905, 1.1994454
-0.71931994, -0.88331544
0.9113782, -0.11611195
0.49387905, 0.6358366
-1.2939245, 1.8171375
-0.4207697, -0.46391898
0.9042558, -1.1246793
0.34702432, -1.8028375
0.12535383, -1.126388
-0.9057116, 1.2359272
-0.75675434, 0.8811446
1.6555803, 1.2209748
-1.2494806, 0.07830528
0.30196324, 0.43628076
-0.2423638, -0.9944139
1.4053035, -0.5833818
-0.21594343, -0.88324195
0.5622411, -2.1381705
-1.7023922, 0.19722128
2.2097468, 0.052930344
0.076055475, 2.4580991
-0.4529797, -1.2534498
0.68255407, 0.6026144
1.3762822, 1.7568737
0.430409, -0.12663296
2.2630455, -1.7649693
1.0048658, -0.12233623
-0.6083385, -1.0174658
-0.96791077, 0.18429647
0.06085791, -0.22671406
1.8699734, -0.3152011
0.72603494, -1.7676781
0.3572493, 0.75944704
-0.8632639, -1.8410537
0.8169631, 1.326956
-0.52123773, -0.65046465
-0.7487774, 1.0889031
-1.0745692, 0.14973077
-1.672089, 0.69858974
1.6977365, -1.4383178
-1.5092171, -0.6746758
1.2687305, -2.0831084
0.6682388, 0.65546244
-0.7431728, 0.3546548
0.63680744, 1.9122236
0.75648147, -0.98758775
1.2951183, -0.13052374
0.8996151, 0.10912884
0.24285288, 0.2739414
1.5089022, 1.617449
0.9481484, 0.8734872
-0.42476973, 1.47979
-1.0027044, 0.33258247
0.10731954, 1.0529944
0.0421016, 0.7251274
0.38861376, 0.75349915
-0.7102741, 0.52742094
0.35723272, -0.21983233
-0.41300672, 0.36608028
-1.3481208, -1.4665632
0.82849824, -1.2863483
0.80444264, 0.9530449
-2.0058222, 0.6543753
0.091751784, -1.2548331
1.0894207, -0.7802634
1.6185968, 0.30829495
0.33442718, 0.62702066
0.93005085, -0.77346593
-0.4686382, 1.0234158
-0.77063376, -0.24346271
0.2695546, -0.2548299
-0.5539691, 0.12313373
-0.2137554, 1.214727
-0.98068696, 0.6217453
0.5548381, 0.15918298
-1.3764262, -0.8532315
1.5211977, -1.3333923
0.6437891, -0.54803574
-0.20899779, 0.4149616
-1.8886396, 1.8539518
-0.26128185, -0.6194215
0.45192742, 0.48482534
1.3035871, -0.17646432
-1.9692619, 1.1965246
-0.10775463, 0.13900487
-0.4671925, 0.49304026
-0.47860295, -0.5929881
0.48206735, -0.47936136
-0.8358133, -1.1934311
0.6202603, 1.1828326
2.759141, -1.1348919
-2.0053365, -0.48788944
-0.50131345, 1.4392533
-0.51663387, -0.13611622
0.24218076, -0.40121168
0.52678543, 0.11401001
